seat_no,prn,centre,total_gradepoints,sgpi,status,year_of_admission,clg_id,gender
5201874,2019016402184283,Mumbai,166.0,7.55,Successful ,2019,532,M
5201875,2019016402186452,Mumbai,157.0,7.14,Successful ,2019,532,M
5201876,2019016402183473,Mumbai,184.0,8.36,Successful ,2019,532,F
5201877,2019016402186564,Mumbai,0.0,0.0,Unsuccessful ,2019,532,M
5201878,2019016402184035,Mumbai,163.0,7.41,Successful ,2019,532,M
5201879,2020016402268252,Mumbai,175.0,7.95,Successful ,2020,532,M
5201880,2019016402185294,Mumbai,178.0,8.09,Successful ,2019,532,M
5201881,2020016402269916,Mumbai,0.0,0.0,Unsuccessful ,2020,532,M
5201882,2019016402185971,Mumbai,178.0,8.09,Successful ,2019,532,F
5201883,2019016402183674,Mumbai,175.0,7.95,Successful ,2019,532,F
5201884,2019016402183682,Mumbai,175.0,7.95,Successful ,2019,532,M
5201885,2019016402185827,Mumbai,145.0,6.59,Successful ,2019,532,M
5201886,2020016402270011,Mumbai,0.0,0.0,Unsuccessful ,2020,532,M
5201887,2019016402183941,Mumbai,205.0,9.32,Successful ,2019,532,M
5201888,2019016402184437,Mumbai,169.0,7.68,Successful ,2019,532,M
5201889,2020016402268372,Mumbai,169.0,7.68,Successful ,2020,532,F
5201890,2019016402184615,Mumbai,169.0,7.68,Successful ,2019,532,M
5201891,2019016402183635,Mumbai,202.0,9.18,Successful ,2019,532,M
5201892,2019016402184453,Mumbai,0.0,0.0,RR ,2019,532,M
5201893,2019016402184066,Mumbai,184.0,8.36,Successful ,2019,532,M
5201894,2019016402184743,Mumbai,181.0,8.23,Successful ,2019,532,M
5201895,2019016402186587,Mumbai,160.0,7.27,Successful ,2019,532,M
5201896,2019016402182214,Mumbai,189.0,8.59,Successful ,2019,532,M
5201897,2019016402183105,Mumbai,175.0,7.95,Successful ,2019,532,F
5201898,2019016402183813,Mumbai,172.0,7.82,Successful ,2019,532,M
5201899,2019016402186065,Mumbai,178.0,8.09,Successful ,2019,532,M
5201900,2019016402183593,Mumbai,187.0,8.5,Successful ,2019,532,M
5201901,2019016402183403,Mumbai,173.0,7.86,Successful ,2019,532,M
5201902,2018016401125032,Mumbai,196.0,8.91,Successful ,2018,532,M
5201903,2019016402186572,Mumbai,181.0,8.23,Successful ,2019,532,M
5201904,2019016402182856,Mumbai,199.0,9.05,Successful ,2019,532,M
5201905,2019016402183643,Mumbai,171.0,7.77,Successful ,2019,532,M
5201906,2019016402186363,Mumbai,184.0,8.36,Successful ,2019,532,M
5201907,2019016402183612,Mumbai,181.0,8.23,Successful ,2019,532,M
5201909,2020016402269696,Mumbai,178.0,8.09,Successful ,2020,532,M
5201910,2020016402267972,Mumbai,208.0,9.45,Successful ,2020,532,F
5201911,2019016402185143,Mumbai,187.0,8.5,Successful ,2019,532,F
5201912,2019016402182485,Mumbai,196.0,8.91,Successful ,2019,532,M
5201913,2019016402183891,Mumbai,184.0,8.36,Successful ,2019,532,M
5201914,2019016402186517,Mumbai,166.0,7.55,Successful ,2019,532,M
5201915,2019016402184631,Mumbai,163.0,7.41,Successful ,2019,532,M
5201916,2019016402182245,Mumbai,202.0,9.18,Successful ,2019,532,F
5201917,2019016402185046,Mumbai,172.0,7.82,Successful ,2019,532,M
5201918,2019016402183481,Mumbai,169.0,7.68,Successful ,2019,532,M
5201919,2019016402182431,Mumbai,187.0,8.5,Successful ,2019,532,M
5201920,2019016402182721,Mumbai,193.0,8.77,Successful ,2019,532,F
5201921,2019016402183925,Mumbai,172.0,7.82,Successful ,2019,532,F
5201922,2019016402182705,Mumbai,187.0,8.5,Successful ,2019,532,M
5201923,2018016401123362,Mumbai,172.0,7.82,Successful ,2018,532,M
5201924,2019016402182276,Mumbai,0.0,0.0,Unsuccessful ,2019,532,M
5201925,2019016402182914,Mumbai,220.0,10.0,Successful ,2019,532,F
5201926,2020016402268414,Mumbai,175.0,7.95,Successful ,2020,532,F
5201927,2019016402183063,Mumbai,169.0,7.68,Successful ,2019,532,M
5201928,2019016402185007,Mumbai,164.0,7.45,Successful ,2019,532,M
5201929,2019016402183055,Mumbai,178.0,8.09,Successful ,2019,532,M
5201930,2019016402185514,Mumbai,169.0,7.68,Successful ,2019,532,M
5201931,2019016402186371,Mumbai,205.0,9.32,Successful ,2019,532,F
5201932,2019016402186614,Mumbai,169.0,7.68,Successful ,2019,532,M
5201933,2019016402183384,Mumbai,202.0,9.18,Successful ,2019,532,F
5201934,2019016402183024,Mumbai,196.0,8.91,Successful ,2019,532,M
5201935,2019016402182326,Mumbai,187.0,8.5,Successful ,2019,532,F
5201936,2019016402182423,Mumbai,208.0,9.45,Successful ,2019,532,M
5201937,2019016402182887,Mumbai,186.0,8.45,Successful ,2019,532,M
5201938,2020016402269866,Mumbai,187.0,8.5,Successful ,2020,532,M
5201939,2019016402182783,Mumbai,190.0,8.64,Successful ,2019,532,M
5201940,2019016402185031,Mumbai,187.0,8.5,Successful ,2019,532,F
5201941,2019016402185216,Mumbai,178.0,8.09,Successful ,2019,532,F
5201942,2019016402182396,Mumbai,172.0,7.82,Successful ,2019,532,M
5201943,2019016402185626,Mumbai,202.0,9.18,Successful ,2019,532,M
5201944,2020016402268066,Mumbai,184.0,8.36,Successful ,2020,532,M
5201945,2019016402182655,Mumbai,172.0,7.82,Successful ,2019,532,M
5201946,2019016402186467,Mumbai,202.0,9.18,Successful ,2019,532,M
5201947,2019016402183867,Mumbai,202.0,9.18,Successful ,2019,532,M
5201948,2019016402184565,Mumbai,193.0,8.77,Successful ,2019,532,M
5201949,2019016402184317,Mumbai,175.0,7.95,Successful ,2019,532,M
5201950,2019016402183917,Mumbai,187.0,8.5,Successful ,2019,532,M
5201951,2020016402268074,Mumbai,178.0,8.09,Successful ,2020,532,M
5201952,2019016402182744,Mumbai,214.0,9.73,Successful ,2019,532,F
5201953,2019016402183716,Mumbai,184.0,8.36,Successful ,2019,532,F
5201954,2019016402185947,Mumbai,184.0,8.36,Successful ,2019,532,M
5201955,2019016402183167,Mumbai,184.0,8.36,Successful ,2019,532,M
5201956,2020016402267964,Mumbai,169.0,7.68,Successful ,2020,532,M
5201957,2019016402185054,Mumbai,196.0,8.91,Successful ,2019,532,M
5201958,2017016402377816,Mumbai,0.0,0.0,Unsuccessful ,2017,532,M
5201959,2019016402183701,Mumbai,196.0,8.91,Successful ,2019,532,M
5201960,2019016402183322,Mumbai,157.0,7.14,Successful ,2019,532,M
5201961,2019016402183217,Mumbai,199.0,9.05,Successful ,2019,532,M
5201962,2019016402184406,Mumbai,181.0,8.23,Successful ,2019,532,M
5201963,2019016402184886,Mumbai,160.0,7.27,Successful ,2019,532,M
5201964,2018016401125376,Mumbai,0.0,0.0,Unsuccessful ,2018,532,M
5201965,2019016402185224,Mumbai,196.0,8.91,Successful ,2019,532,M
5201966,2020016402268341,Mumbai,169.0,7.68,Successful ,2020,532,F
5201967,2019016402184387,Mumbai,178.0,8.09,Successful ,2019,532,M
5201968,2019016402183666,Mumbai,193.0,8.77,Successful ,2019,532,F
5201969,2019016402186405,Mumbai,175.0,7.95,Successful ,2019,532,F
5201970,2019016402186444,Mumbai,0.0,0.0,Unsuccessful ,2019,532,M
5201971,2019016402182736,Mumbai,166.0,7.55,Successful ,2019,532,M
5201972,2019016402185112,Mumbai,0.0,0.0,Unsuccessful ,2019,532,M
5201973,2019016402182864,Mumbai,187.0,8.5,Successful ,2019,532,F
5201974,2019016402184291,Mumbai,148.0,6.73,Successful ,2019,532,M
5201975,2020016402268051,Mumbai,175.0,7.95,Successful ,2020,532,F
5201976,2018016401122834,Mumbai,160.0,7.27,Successful ,2018,532,M
5201977,2019016402185874,Mumbai,187.0,8.5,Successful ,2019,532,F
5201978,2019016402182632,Mumbai,205.0,9.32,Successful ,2019,532,M
5201979,2019016402185417,Mumbai,169.0,7.68,Successful ,2019,532,M
5201980,2020016402268194,Mumbai,184.0,8.36,Successful ,2020,532,M
5201981,2020016402268511,Mumbai,163.0,7.41,Successful ,2020,532,F
5201982,2019016402185812,Mumbai,172.0,7.82,Successful ,2019,532,M
5201983,2019016402182446,Mumbai,193.0,8.77,Successful ,2019,532,F
5201984,2020016402268082,Mumbai,175.0,7.95,Successful ,2020,532,M
5201985,2019016402184372,Mumbai,181.0,8.23,Successful ,2019,532,F
5201986,2019016402182462,Mumbai,0.0,0.0,Unsuccessful ,2019,532,M
5201987,2019016402183272,Mumbai,181.0,8.23,Successful ,2019,532,M
5201988,2019016402183175,Mumbai,196.0,8.91,Successful ,2019,532,F
5201989,2019016402185271,Mumbai,166.0,7.55,Successful ,2019,532,M
5201990,2019016402184364,Mumbai,190.0,8.64,Successful ,2019,532,F
5201991,2019016402185085,Mumbai,186.0,8.45,Successful ,2019,532,M
5201992,2018016401124067,Mumbai,0.0,0.0,Unsuccessful ,2018,532,M
5201993,2019016402183747,Mumbai,208.0,9.45,Successful ,2019,532,M
5201994,2019016402185866,Mumbai,187.0,8.5,Successful ,2019,532,F
5235236,2019016402184341,,0.0,0.0,RR ,2019,532,M
5235238,2019016402184205,,0.0,0.0,RR ,2019,532,M
5019006,2020016402158272,Kankavli,0.0,0.0,Unsuccessful ,2020,533,M
5019007,2020016402157744,Kankavli,0.0,0.0,Unsuccessful ,2020,533,M
5019008,2020016402160305,Kankavli,161.0,7.32,Successful ,2020,533,M
5019009,2020016402157713,Kankavli,162.0,7.36,Successful ,2020,533,M
5019010,2019016401925073,Kankavli,170.0,7.73,Successful ,2019,533,M
5019011,2020016402158627,Kankavli,155.0,7.05,Successful ,2020,533,M
5019012,2020016402158094,Kankavli,166.0,7.55,Successful ,2020,533,M
5019013,2019016401924986,Kankavli,171.0,7.77,Successful ,2019,533,M
5019014,2020016402156903,Kankavli,0.0,0.0,Unsuccessful ,2020,533,M
5019015,2020016402160321,Kankavli,169.0,7.68,Successful ,2020,533,M
5019016,2019016401924793,Kankavli,190.0,8.64,Successful ,2019,533,F
5019017,2020016402160336,Kankavli,155.0,7.05,Successful ,2020,533,M
5019018,2020016402158063,Kankavli,154.0,7.0,Successful ,2020,533,M
5019019,2020016402158361,Kankavli,0.0,0.0,Unsuccessful ,2020,533,M
5019020,2020016402158136,Kankavli,0.0,0.0,Unsuccessful ,2020,533,M
5019021,2020016402158604,Kankavli,160.0,7.27,Successful ,2020,533,M
5019022,2020016402158295,Kankavli,0.0,0.0,Unsuccessful ,2020,533,M
5019023,2020016402156911,Kankavli,181.0,8.23,Successful ,2020,533,M
5019024,2019016401925131,Kankavli,199.0,9.05,Successful ,2019,533,F
5019025,2019016401925146,Kankavli,208.0,9.45,Successful ,2019,533,F
5019026,2020016402158225,Kankavli,214.0,9.73,Successful ,2020,533,F
5019027,2020016402160286,Kankavli,184.0,8.36,Successful ,2020,533,M
5019028,2019016401924874,Kankavli,193.0,8.77,Successful ,2019,533,F
5019029,2019016401925107,Kankavli,160.0,7.27,Successful ,2019,533,F
5019030,2020016402158287,Kankavli,0.0,0.0,Unsuccessful ,2020,533,F
5019031,2020016402158233,Kankavli,162.0,7.36,Successful ,2020,533,F
5019032,2020016402158264,Kankavli,174.0,7.91,Successful ,2020,533,F
5019033,2020016402156876,Kankavli,186.0,8.45,Successful ,2020,533,F
5019034,2020016402157775,Kankavli,196.0,8.91,Successful ,2020,533,M
5019035,2020016402158384,Kankavli,0.0,0.0,Unsuccessful ,2020,533,M
5019036,2018016400656604,Kankavli,161.0,7.32,Successful ,2018,533,M
5019037,2020016402158113,Kankavli,155.0,7.05,Successful ,2020,533,M
5019038,2019016401924955,Kankavli,145.0,6.59,Successful ,2019,533,F
5019039,2019016401924882,Kankavli,180.0,8.18,Successful ,2019,533,M
5019040,2020016402156892,Kankavli,0.0,0.0,Unsuccessful ,2020,533,M
5019041,2019016401925011,Kankavli,168.0,7.64,Successful ,2019,533,M
5019042,2020016402158256,Kankavli,157.0,7.14,Successful ,2020,533,M
5019043,2020016402160271,Kankavli,193.0,8.77,Successful ,2020,533,F
5019044,2020016402160313,Kankavli,166.0,7.55,Successful ,2020,533,M
5019045,2020016402158121,Kankavli,0.0,0.0,Unsuccessful ,2020,533,M
5019046,2020016402156853,Kankavli,153.0,6.95,Successful ,2020,533,M
5019047,2018016400656121,Kankavli,170.0,7.73,Successful ,2018,533,F
5019048,2020016402158071,Kankavli,144.0,6.55,Successful ,2020,533,M
5019049,2018016400656716,Kankavli,0.0,0.0,Unsuccessful ,2018,533,M
5019050,2020016402158086,Kankavli,154.0,7.0,Successful ,2020,533,M
5019051,2019016401924932,Kankavli,0.0,0.0,Unsuccessful ,2019,533,M
5019052,2018016400657097,Kankavli,0.0,0.0,Unsuccessful ,2018,533,M
5019053,2020016402158337,Kankavli,161.0,7.32,Successful ,2020,533,M
5019054,2019016401925154,Kankavli,160.0,7.27,Successful ,2019,533,M
5019055,2020016402157767,Kankavli,154.0,7.0,Successful ,2020,533,M
5019056,2020016402156845,Kankavli,0.0,0.0,Unsuccessful ,2020,533,M
5019057,2020016402156861,Kankavli,139.0,6.32,Successful ,2020,533,M
5019058,2020016402156884,Kankavli,154.0,7.0,Successful ,2020,533,M
5019059,2019016401925057,Kankavli,172.0,7.82,Successful ,2019,533,F
5019060,2018016400656144,Kankavli,154.0,7.0,Successful ,2018,533,M
5019061,2019016401925034,Kankavli,175.0,7.95,Successful ,2019,533,F
5019062,2019016402103617,Kankavli,193.0,8.77,Successful ,2019,533,M
5016113,2019016402270906,Mumbai,160.0,7.27,Successful ,2019,55,F
5016114,2019016402270655,Mumbai,169.0,7.68,Successful ,2019,55,M
5016115,2019016402271113,Mumbai,177.0,8.05,Successful ,2019,55,M
5016116,2020016402204191,Mumbai,175.0,7.95,Successful ,2020,55,M
5016117,2019016402270632,Mumbai,173.0,7.86,Successful ,2019,55,F
5016118,2019016402270102,Mumbai,168.0,7.64,Successful ,2019,55,M
5016119,2019016402270914,Mumbai,170.0,7.73,Successful ,2019,55,M
5016120,2019016402271697,Mumbai,158.0,7.18,Successful ,2019,55,M
5016121,2020016402203833,Mumbai,190.0,8.64,Successful ,2020,55,M
5016122,2019016402270311,Mumbai,177.0,8.05,Successful ,2019,55,F
5016123,2020016402204233,Mumbai,181.0,8.23,Successful ,2020,55,M
5016124,2019016402270431,Mumbai,160.0,7.27,Successful ,2019,55,F
5016125,2019016402271144,Mumbai,0.0,0.0,Unsuccessful ,2019,55,M
5016126,2020016402205534,Mumbai,187.0,8.5,Successful ,2020,55,M
5016127,2020016402205565,Mumbai,163.0,7.41,Successful ,2020,55,M
5016128,2019016402270083,Mumbai,151.0,6.86,Successful ,2019,55,M
5016129,2019016402270091,Mumbai,158.0,7.18,Successful ,2019,55,F
5016130,2019016402270922,Mumbai,176.0,8.0,Successful ,2019,55,M
5016131,2019016402270887,Mumbai,165.0,7.5,Successful ,2019,55,F
5016132,2019016402270253,Mumbai,208.0,9.45,Successful ,2019,55,F
5016133,2019016402270172,Mumbai,157.0,7.14,Successful ,2019,55,M
5016134,2019016402270872,Mumbai,196.0,8.91,Successful ,2019,55,F
5016135,2019016402270245,Mumbai,193.0,8.77,Successful ,2019,55,F
5016136,2019016402271716,Mumbai,163.0,7.41,Successful ,2019,55,M
5016137,2019016402270721,Mumbai,187.0,8.5,Successful ,2019,55,F
5016138,2019016402270292,Mumbai,196.0,8.91,Successful ,2019,55,M
5016139,2019016402271546,Mumbai,176.0,8.0,Successful ,2019,55,M
5016140,2019016402269996,Mumbai,171.0,7.77,Successful ,2019,55,M
5016141,2020016402205727,Mumbai,177.0,8.05,Successful ,2020,55,F
5016142,2019016402271105,Mumbai,162.0,7.36,Successful ,2019,55,M
5016143,2019016402270477,Mumbai,169.0,7.68,Successful ,2019,55,M
5016144,2019016402270825,Mumbai,181.0,8.23,Successful ,2019,55,M
5016145,2020016402205557,Mumbai,0.0,0.0,Unsuccessful ,2020,55,M
5016146,2019016402272557,Mumbai,154.0,7.0,Successful ,2019,55,F
5016147,2019016402272565,Mumbai,187.0,8.5,Successful ,2019,55,F
5016148,2019016402271771,Mumbai,0.0,0.0,ABS ,2019,55,M
5016149,2019016402271217,Mumbai,169.0,7.68,Successful ,2019,55,M
5016150,2019016402270527,Mumbai,181.0,8.23,Successful ,2019,55,F
5016151,2019016402270512,Mumbai,168.0,7.64,Successful ,2019,55,M
5016152,2018016401010066,Mumbai,137.0,6.23,Successful ,2018,55,M
5016153,2019016402271384,Mumbai,202.0,9.18,Successful ,2019,55,F
5016154,2019016402271121,Mumbai,154.0,7.0,Successful ,2019,55,F
5016155,2019016402271515,Mumbai,180.0,8.18,Successful ,2019,55,M
5016156,2019016402270493,Mumbai,180.0,8.18,Successful ,2019,55,F
5016157,2019016402271666,Mumbai,178.0,8.09,Successful ,2019,55,M
5016158,2019016402270671,Mumbai,138.0,6.27,Successful ,2019,55,M
5016159,2019016402271264,Mumbai,161.0,7.32,Successful ,2019,55,M
5016160,2019016402272492,Mumbai,184.0,8.36,Successful ,2019,55,M
5016161,2019016402270222,Mumbai,181.0,8.23,Successful ,2019,55,F
5016162,2020016402204032,Mumbai,156.0,7.09,Successful ,2020,55,M
5016163,2020016402203841,Mumbai,165.0,7.5,Successful ,2020,55,M
5016164,2020016402204047,Mumbai,180.0,8.18,Successful ,2020,55,M
5016165,2019016402270164,Mumbai,202.0,9.18,Successful ,2019,55,F
5016166,2019016402270937,Mumbai,0.0,0.0,Unsuccessful ,2019,55,M
5016167,2019016402269934,Mumbai,184.0,8.36,Successful ,2019,55,M
5016168,2019016402271392,Mumbai,214.0,9.73,Successful ,2019,55,M
5016169,2019016402270407,Mumbai,147.0,6.68,Successful ,2019,55,M
5016170,2019016402270381,Mumbai,189.0,8.59,Successful ,2019,55,F
5016171,2019016402270052,Mumbai,151.0,6.86,Successful ,2019,55,F
5016172,2019016402270237,Mumbai,172.0,7.82,Successful ,2019,55,F
5016173,2019016402269926,Mumbai,0.0,0.0,Unsuccessful ,2019,55,M
5016174,2019016402271701,Mumbai,174.0,7.91,Successful ,2019,55,M
5016175,2020016402204016,Mumbai,159.0,7.23,Successful ,2020,55,M
5016176,2019016402271353,Mumbai,202.0,9.18,Successful ,2019,55,F
5016177,2019016402271604,Mumbai,211.0,9.59,Successful ,2019,55,F
5016178,2019016402270075,Mumbai,184.0,8.36,Successful ,2019,55,M
5016179,2019016402270067,Mumbai,213.0,9.68,Successful ,2019,55,M
5016180,2019016402270342,Mumbai,166.0,7.55,Successful ,2019,55,M
5016181,2019016402270945,Mumbai,0.0,0.0,Unsuccessful ,2019,55,F
5016182,2020016402204024,Mumbai,168.0,7.64,Successful ,2020,55,M
5016183,2019016402270261,Mumbai,160.0,7.27,Successful ,2019,55,M
5016184,2019016402271643,Mumbai,171.0,7.77,Successful ,2019,55,M
5016185,2019016402271175,Mumbai,181.0,8.23,Successful ,2019,55,M
5016186,2019016402271191,Mumbai,165.0,7.5,Successful ,2019,55,M
5016187,2019016402272542,Mumbai,186.0,8.45,Successful ,2019,55,M
5016188,2019016402271167,Mumbai,177.0,8.05,Successful ,2019,55,M
5016189,2019016402270284,Mumbai,162.0,7.36,Successful ,2019,55,M
5016190,2019016402270462,Mumbai,166.0,7.55,Successful ,2019,55,M
5016191,2019016402271813,Mumbai,178.0,8.09,Successful ,2019,55,M
5016192,2019016402271523,Mumbai,190.0,8.64,Successful ,2019,55,M
5016193,2019016402272484,Mumbai,188.0,8.55,Successful ,2019,55,M
5016194,2019016402271233,Mumbai,211.0,9.59,Successful ,2019,55,M
5016195,2019016402270133,Mumbai,199.0,9.05,Successful ,2019,55,F
5016196,2019016402270504,Mumbai,175.0,7.95,Successful ,2019,55,M
5016197,2019016402271496,Mumbai,175.0,7.95,Successful ,2019,55,M
5016198,2019016402270992,Mumbai,145.0,6.59,Successful ,2019,55,M
5016199,2019016402270044,Mumbai,172.0,7.82,Successful ,2019,55,M
5016200,2019016402271747,Mumbai,179.0,8.14,Successful ,2019,55,M
5016201,2019016402270357,Mumbai,202.0,9.18,Successful ,2019,55,F
5016202,2019016402270775,Mumbai,196.0,8.91,Successful ,2019,55,M
5016203,2019016402271202,Mumbai,177.0,8.05,Successful ,2019,55,M
5016204,2019016402271755,Mumbai,181.0,8.23,Successful ,2019,55,M
5016205,2019016402269957,Mumbai,154.0,7.0,Successful ,2019,55,M
5016206,2019016402271674,Mumbai,178.0,8.09,Successful ,2019,55,F
5016207,2019016402270415,Mumbai,193.0,8.77,Successful ,2019,55,M
5016208,2019016402271682,Mumbai,168.0,7.64,Successful ,2019,55,M
5016209,2019016402270446,Mumbai,187.0,8.5,Successful ,2019,55,M
5016210,2019016402271287,Mumbai,161.0,7.32,Successful ,2019,55,M
5016211,2019016402271473,Mumbai,186.0,8.45,Successful ,2019,55,F
5016212,2019016402270005,Mumbai,199.0,9.05,Successful ,2019,55,F
5016213,2019016402269942,Mumbai,183.0,8.32,Successful ,2019,55,F
5016214,2019016402270013,Mumbai,189.0,8.59,Successful ,2019,55,M
5016215,2019016402271554,Mumbai,173.0,7.86,Successful ,2019,55,M
5016216,2019016402270736,Mumbai,179.0,8.14,Successful ,2019,55,M
5016217,2019016402272503,Mumbai,192.0,8.73,Successful ,2019,55,M
5016218,2019016402271844,Mumbai,177.0,8.05,Successful ,2019,55,M
5016219,2019016402270895,Mumbai,204.0,9.27,Successful ,2019,55,M
5016220,2019016402270036,Mumbai,181.0,8.23,Successful ,2019,55,M
5016221,2019016402271024,Mumbai,169.0,7.68,Successful ,2019,55,M
5016222,2019016402270744,Mumbai,187.0,8.5,Successful ,2019,55,M
5016223,2019016402271562,Mumbai,178.0,8.09,Successful ,2019,55,M
5016224,2019016402270984,Mumbai,150.0,6.82,Successful ,2019,55,M
5016225,2019016402271094,Mumbai,166.0,7.55,Successful ,2019,55,M
5016226,2019016402271531,Mumbai,181.0,8.23,Successful ,2019,55,F
5016227,2019016402270574,Mumbai,0.0,0.0,Unsuccessful ,2019,55,F
5016228,2019016402270156,Mumbai,193.0,8.77,Successful ,2019,55,M
5016229,2019016402269981,Mumbai,199.0,9.05,Successful ,2019,55,F
5016230,2019016402270647,Mumbai,175.0,7.95,Successful ,2019,55,M
5016231,2019016402271585,Mumbai,181.0,8.23,Successful ,2019,55,F
5016232,2020016402203961,Mumbai,166.0,7.55,Successful ,2020,55,M
5016233,2019016402271136,Mumbai,178.0,8.09,Successful ,2019,55,M
5016234,2019016402271465,Mumbai,147.0,6.68,Successful ,2019,55,M
5016235,2019016402270303,Mumbai,193.0,8.77,Successful ,2019,55,F
5016236,2019016402270817,Mumbai,168.0,7.64,Successful ,2019,55,M
5016237,2019016402271361,Mumbai,0.0,0.0,Unsuccessful ,2019,55,F
5016238,2019016402271442,Mumbai,173.0,7.86,Successful ,2019,55,F
5016239,2019016402272476,Mumbai,165.0,7.5,Successful ,2019,55,F
5016240,2019016402271345,Mumbai,198.0,9.0,Successful ,2019,55,F
5016241,2019016402270856,Mumbai,199.0,9.05,Successful ,2019,55,F
5016242,2019016402307006,Mumbai,175.0,7.95,Successful ,2019,55,F
5016243,2019016402272511,Mumbai,171.0,7.77,Successful ,2019,55,M
5016244,2019016402271376,Mumbai,174.0,7.91,Successful ,2019,55,M
5016245,2019016402269965,Mumbai,186.0,8.45,Successful ,2019,55,M
5016246,2019016402270566,Mumbai,207.0,9.41,Successful ,2019,55,M
5016247,2019016402270601,Mumbai,159.0,7.23,Successful ,2019,55,M
5016248,2019016402271055,Mumbai,182.0,8.27,Successful ,2019,55,F
5016249,2019016402307014,Mumbai,186.0,8.45,Successful ,2019,55,F
5016250,2019016402270597,Mumbai,154.0,7.0,Successful ,2019,55,M
5016251,2019016402270187,Mumbai,178.0,8.09,Successful ,2019,55,M
5016252,2019016402271612,Mumbai,0.0,0.0,Unsuccessful ,2019,55,F
5016253,2019016402272526,Mumbai,180.0,8.18,Successful ,2019,55,M
5016254,2019016402271063,Mumbai,188.0,8.55,Successful ,2019,55,F
5017455,2019016401908674,Thane,176.0,8.0,Successful ,2019,689,F
5017456,2019016401908465,Thane,157.0,7.14,Successful ,2019,689,F
5017457,2019016401908635,Thane,146.0,6.64,Successful ,2019,689,M
5017458,2019016402102502,Thane,152.0,6.91,Successful ,2019,689,M
5017459,2019016401908701,Thane,159.0,7.23,Successful ,2019,689,M
5017460,2019016401908821,Thane,142.0,6.45,Successful ,2019,689,M
5017461,2019016401908925,Thane,191.0,8.68,Successful ,2019,689,F
5017462,2019016401908724,Thane,181.0,8.23,Successful ,2019,689,M
5017463,2019016401908191,Thane,189.0,8.59,Successful ,2019,689,F
5017464,2019016402102517,Thane,181.0,8.23,Successful ,2019,689,F
5017465,2017016402381033,Thane,0.0,0.0,Unsuccessful ,2017,689,M
5017466,2019016401908995,Thane,175.0,7.95,Successful ,2019,689,F
5017467,2019016401909735,Thane,159.0,7.23,Successful ,2019,689,F
5017468,2017016402336561,Thane,0.0,0.0,Unsuccessful ,2017,689,M
5017469,2019016401908287,Thane,202.0,9.18,Successful ,2019,689,M
5017470,2017016402348852,Thane,129.0,5.86,Successful ,2017,689,M
5017471,2019016401908384,Thane,178.0,8.09,Successful ,2019,689,M
5017472,2019016401908612,Thane,178.0,8.09,Successful ,2019,689,F
5017473,2019016401908094,Thane,196.0,8.91,Successful ,2019,689,F
5017474,2019016401908113,Thane,178.0,8.09,Successful ,2019,689,F
5017475,2019016401908295,Thane,202.0,9.18,Successful ,2019,689,F
5017476,2019016401908136,Thane,0.0,0.0,RR ,2019,689,M
5017477,2019016401908481,Thane,0.0,0.0,Unsuccessful ,2019,689,M
5017478,2019016401908902,Thane,196.0,8.91,Successful ,2019,689,F
5017479,2019016401908217,Thane,142.0,6.45,Successful ,2019,689,M
5017480,2018016400219164,Thane,147.0,6.68,Successful ,2018,689,M
5017481,2019016401908144,Thane,178.0,8.09,Successful ,2019,689,M
5017482,2019016401908361,Thane,166.0,7.55,Successful ,2019,689,M
5017483,2018016400655566,Thane,144.0,6.55,Successful ,2018,689,M
5017484,2019016401908852,Thane,0.0,0.0,RR ,2019,689,M
5017485,2019016401908562,Thane,154.0,7.0,Successful ,2019,689,F
5017486,2019016401908627,Thane,155.0,7.05,Successful ,2019,689,M
5017487,2019016401908917,Thane,162.0,7.36,Successful ,2019,689,M
5017488,2019016401908732,Thane,0.0,0.0,RR ,2019,689,M
5017489,2019016401908225,Thane,172.0,7.82,Successful ,2019,689,F
5017490,2019016401908875,Thane,0.0,0.0,RR ,2019,689,M
5017491,2019016401908554,Thane,169.0,7.68,Successful ,2019,689,M
5017492,2019016401908442,Thane,0.0,0.0,RR ,2019,689,M
5017493,2019016402102556,Thane,0.0,0.0,RR ,2019,689,M
5017494,2019016401908523,Thane,175.0,7.95,Successful ,2019,689,F
5017495,2019016401909704,Thane,141.0,6.41,Successful ,2019,689,M
5017496,2019016401909124,Thane,0.0,0.0,RR ,2019,689,M
5017497,2019016401908426,Thane,0.0,0.0,RR ,2019,689,F
5017498,2019016401908987,Thane,0.0,0.0,RR ,2019,689,M
5017499,2019016401908883,Thane,187.0,8.5,Successful ,2019,689,F
5017500,2019016401908763,Thane,202.0,9.18,Successful ,2019,689,F
5017501,2019016401908956,Thane,165.0,7.5,Successful ,2019,689,M
5017502,2019016401908771,Thane,0.0,0.0,RR ,2019,689,M
5017503,2018016400219887,Thane,137.0,6.23,Successful ,2018,689,M
5017504,2019016401908496,Thane,174.0,7.91,Successful ,2019,689,M
5017505,2019016401908941,Thane,0.0,0.0,RR ,2019,689,M
5017506,2019016401909035,Thane,0.0,0.0,Unsuccessful ,2019,689,M
5017507,2019016401908032,Thane,172.0,7.82,Successful ,2019,689,F
5017508,2019016401909712,Thane,0.0,0.0,RR ,2019,689,M
5017509,2019016401908604,Thane,172.0,7.82,Successful ,2019,689,F
5017510,2019016401908964,Thane,171.0,7.77,Successful ,2019,689,F
